Symbol,Date,Open,High,Low,Adj Close,Volume
AAPL,13/06/2017,147.16000400000001,147.449997,145.149994,146.01658600000002,34165400
AAPL,12/06/2017,145.740005,146.08999599999999,142.509995,144.85116599999998,72307300
AAPL,09/06/2017,155.190002,155.190002,146.020004,148.397247,64882700
AAPL,08/06/2017,155.25,155.53999299999998,154.399994,154.38374299999998,21250800
AAPL,07/06/2017,155.020004,155.979996,154.479996,154.76225300000002,21069600
AAPL,06/06/2017,153.899994,155.809998,153.779999,153.845856,26624900
AAPL,05/06/2017,154.33999599999999,154.449997,153.46000700000002,153.32788100000002,25331700
AAPL,02/06/2017,153.580002,155.449997,152.889999,154.841934,27770700
AAPL,01/06/2017,153.169998,153.330002,152.220001,152.580811,16404100
AAPL,31/05/2017,153.970001,154.169998,152.380005,152.16246,24451200
AAPL,30/05/2017,153.419998,154.429993,153.330002,153.068893,20126900
AAPL,26/05/2017,154.0,154.240005,153.309998,153.00914,21701100
AAPL,25/05/2017,153.729996,154.350006,153.029999,153.268112,19235600
AAPL,24/05/2017,153.83999599999999,154.169998,152.669998,152.740189,19178000
AAPL,23/05/2017,154.899994,154.899994,153.309998,153.198395,19918900
AAPL,22/05/2017,154.0,154.580002,152.91000400000001,153.38765,22966400
AAPL,19/05/2017,153.380005,153.979996,152.630005,152.461288,26960800
AAPL,18/05/2017,151.270004,153.33999599999999,151.130005,151.943314,33568200
AAPL,17/05/2017,153.600006,154.570007,149.71000700000002,149.662277,50767700
AAPL,16/05/2017,155.940002,156.059998,154.720001,154.861862,20048500
AAPL,15/05/2017,156.009995,156.649994,155.050003,155.090958,26009700
AAPL,12/05/2017,154.699997,156.419998,154.669998,155.48941000000002,32527000
AAPL,11/05/2017,152.449997,154.070007,152.309998,153.347809,27255100
AAPL,10/05/2017,153.630005,153.940002,152.110001,152.032974,25805700
AAPL,09/05/2017,153.869995,154.880005,153.449997,152.757141,39130400
AAPL,08/05/2017,149.029999,153.699997,149.029999,151.784973,48752400
AAPL,05/05/2017,146.759995,148.979996,146.759995,147.76741,27327700
AAPL,04/05/2017,146.520004,147.139999,145.809998,145.35685700000002,23371900
AAPL,03/05/2017,145.58999599999999,147.490005,144.270004,145.882614,45697000
AAPL,02/05/2017,147.53999299999998,148.08999599999999,146.83999599999999,146.32901,45352200
AAPL,01/05/2017,145.100006,147.199997,144.96000700000002,145.406448,33602900
AAPL,28/04/2017,144.08999599999999,144.300003,143.270004,142.499893,20860400
AAPL,27/04/2017,143.919998,144.16000400000001,143.309998,142.638794,14246300
AAPL,26/04/2017,144.470001,144.600006,143.380005,142.529663,20041200
AAPL,25/04/2017,143.91000400000001,144.899994,143.869995,143.372864,18871500
AAPL,24/04/2017,143.5,143.949997,143.179993,142.48998999999998,17134300
AAPL,21/04/2017,142.440002,142.679993,141.850006,141.130966,17320900
AAPL,20/04/2017,141.220001,142.919998,141.16000400000001,141.299591,23319600
AAPL,19/04/2017,141.880005,142.0,140.449997,139.553696,17328400
AAPL,18/04/2017,141.41000400000001,142.03999299999998,141.110001,140.06951899999999,14697500
AAPL,17/04/2017,141.479996,141.880005,140.869995,140.69448899999998,16582100
AAPL,13/04/2017,141.91000400000001,142.380005,141.050003,139.92073100000002,17822900
AAPL,12/04/2017,141.600006,142.149994,141.009995,140.664734,20350000
AAPL,11/04/2017,142.940002,143.350006,140.059998,140.496094,30379400
AAPL,10/04/2017,143.600006,143.880005,142.899994,142.02375800000002,18933400
AAPL,07/04/2017,143.729996,144.179993,143.270004,142.192398,16672200
AAPL,06/04/2017,144.28999299999998,144.520004,143.449997,142.509842,21149000
AAPL,05/04/2017,144.220001,145.46000700000002,143.809998,142.866959,27717900
AAPL,04/04/2017,143.25,144.889999,143.169998,143.610962,19891400
AAPL,03/04/2017,143.71000700000002,144.119995,143.050003,142.54951499999999,19985700
AAPL,31/03/2017,143.720001,144.270004,143.009995,142.509842,19661700
AAPL,30/03/2017,144.190002,144.5,143.5,142.777664,21207300
AAPL,29/03/2017,143.679993,144.490005,143.190002,142.966141,29190000
AAPL,28/03/2017,140.91000400000001,144.03999299999998,140.619995,142.64871200000002,33374800
AAPL,27/03/2017,139.389999,141.220001,138.619995,139.752106,23575100
AAPL,24/03/2017,141.5,141.740005,140.350006,139.51400800000002,22395600
AAPL,23/03/2017,141.259995,141.580002,140.610001,139.79176299999997,20346300
AAPL,22/03/2017,139.850006,141.600006,139.759995,140.287766,25860200
AAPL,21/03/2017,142.110001,142.800003,139.729996,138.72041299999998,39529900
AAPL,20/03/2017,140.399994,141.5,140.229996,140.32745400000002,21542000
AAPL,17/03/2017,141.0,141.0,139.889999,138.869217,43885000
AAPL,16/03/2017,140.720001,141.020004,140.259995,139.563614,19232000
AAPL,15/03/2017,139.41000400000001,140.75,139.029999,139.335464,25691800
AAPL,14/03/2017,139.300003,139.649994,138.83999599999999,137.877228,15309100
AAPL,13/03/2017,138.850006,139.429993,138.820007,138.08554099999998,17421700
AAPL,10/03/2017,139.25,139.360001,138.639999,138.026016,19612800
AAPL,09/03/2017,138.740005,138.78999299999998,137.050003,137.56968700000002,22155900
AAPL,08/03/2017,138.949997,139.800003,138.820007,137.887146,18707200
AAPL,07/03/2017,139.059998,139.979996,138.78999299999998,138.402985,17446300
AAPL,06/03/2017,139.369995,139.770004,138.600006,138.224426,21750000
AAPL,03/03/2017,138.779999,139.830002,138.58999599999999,138.660889,21108100
AAPL,02/03/2017,140.0,140.279999,138.759995,137.847473,26211000
AAPL,01/03/2017,137.889999,140.149994,137.600006,138.670807,36414600
AAPL,28/02/2017,137.080002,137.440002,136.699997,135.89325,23482900
AAPL,27/02/2017,137.139999,137.440002,136.279999,135.83371,20257400
AAPL,24/02/2017,135.91000400000001,136.66000400000001,135.279999,135.565887,21776600
AAPL,23/02/2017,137.380005,137.479996,136.300003,135.43692,20788200
AAPL,22/02/2017,136.429993,137.119995,136.110001,136.012268,20836900
AAPL,21/02/2017,136.229996,136.75,135.979996,135.60556,24507200
AAPL,17/02/2017,135.100006,135.830002,135.100006,134.633408,22198200
AAPL,16/02/2017,135.669998,135.899994,134.83999599999999,134.266357,22584600
AAPL,15/02/2017,135.520004,136.270004,134.619995,134.425079,35623100
AAPL,14/02/2017,133.470001,135.08999599999999,133.25,133.93901100000002,33226200
AAPL,13/02/2017,133.080002,133.820007,132.75,132.222839,23035400
AAPL,10/02/2017,132.46000700000002,132.940002,132.050003,131.062225,20065500
AAPL,09/02/2017,131.649994,132.449997,131.119995,131.359818,28349900
AAPL,08/02/2017,131.350006,132.220001,131.220001,130.417435,23004100
AAPL,07/02/2017,130.53999299999998,132.08999599999999,130.449997,129.913696,38183800
AAPL,06/02/2017,129.130005,130.5,128.899994,128.68893400000002,26845900
AAPL,03/02/2017,128.309998,129.190002,128.16000400000001,127.49380500000001,24507300
AAPL,02/02/2017,127.980003,129.389999,127.779999,126.950554,33710400
AAPL,01/02/2017,127.029999,130.490005,127.010002,127.167854,111985000
AAPL,31/01/2017,121.150002,121.389999,120.620003,119.858795,49201000
AAPL,30/01/2017,120.93,121.629997,120.660004,120.135345,30377500
AAPL,27/01/2017,122.139999,122.349998,121.599998,120.451416,20562900
AAPL,26/01/2017,121.66999799999999,122.440002,121.599998,120.441551,26337600
AAPL,25/01/2017,120.41999799999999,122.099998,120.279999,120.382278,32377600
AAPL,24/01/2017,119.550003,120.099998,119.5,118.49575800000001,23211000
AAPL,23/01/2017,120.0,120.809998,119.769997,118.604401,22050200
AAPL,20/01/2017,120.449997,120.449997,119.730003,118.525383,32597900
AAPL,19/01/2017,119.400002,120.089996,119.370003,118.30808300000001,25597300
AAPL,18/01/2017,120.0,120.5,119.709999,118.51550300000001,23713000
AAPL,17/01/2017,118.339996,120.239998,118.220001,118.525383,34439800
AAPL,13/01/2017,119.110001,119.620003,118.809998,117.577179,26111900
AAPL,12/01/2017,118.900002,119.300003,118.209999,117.784599,27086200
AAPL,11/01/2017,118.739998,119.93,118.599998,118.278458,27588600
AAPL,10/01/2017,118.769997,119.379997,118.300003,117.646317,24462100
AAPL,09/01/2017,117.949997,119.43,117.940002,117.527794,33561900
AAPL,06/01/2017,116.779999,118.160004,116.470001,116.461075,31751900
AAPL,05/01/2017,115.91999799999999,116.860001,115.809998,115.17703999999999,22193600
AAPL,04/01/2017,115.849998,116.510002,115.75,114.594292,21118100
AAPL,03/01/2017,115.800003,116.33000200000001,114.760002,114.72269399999999,28781900
AAPL,30/12/2016,116.650002,117.199997,115.43,114.396751,30586300
AAPL,29/12/2016,116.449997,117.110001,116.400002,115.29557,15039500
AAPL,28/12/2016,117.519997,118.019997,116.199997,115.325203,20905900
AAPL,27/12/2016,116.519997,117.800003,116.489998,115.81905400000001,18296900
AAPL,23/12/2016,115.589996,116.519997,115.589996,115.08814199999999,14181200
AAPL,22/12/2016,116.349998,116.510002,115.639999,114.860977,26085900
AAPL,21/12/2016,116.800003,117.400002,116.779999,115.621513,23783200
AAPL,20/12/2016,116.739998,117.5,116.68,115.512863,21425000
AAPL,19/12/2016,115.800003,117.379997,115.75,115.206673,27779400
AAPL,16/12/2016,116.470001,116.5,115.650002,114.54490700000001,44351100
AAPL,15/12/2016,115.379997,116.730003,115.230003,114.396751,46524500
AAPL,14/12/2016,115.040001,116.199997,114.980003,113.77448999999999,34031800
AAPL,13/12/2016,113.839996,115.91999799999999,113.75,113.77448999999999,43733800
AAPL,12/12/2016,113.290001,115.0,112.489998,111.90772199999999,26374400
AAPL,09/12/2016,112.309998,114.699997,112.309998,112.549728,34402600
AAPL,08/12/2016,110.860001,112.43,110.599998,110.742218,27068300
AAPL,07/12/2016,109.260002,111.190002,109.160004,109.665604,29998700
AAPL,06/12/2016,109.5,110.360001,109.190002,108.598877,26195500
AAPL,05/12/2016,110.0,110.029999,108.25,107.769203,34324500
AAPL,02/12/2016,109.16999799999999,110.089996,108.849998,108.5495,26528000
AAPL,01/12/2016,110.370003,110.940002,109.029999,108.144531,37086900
AAPL,30/11/2016,111.599998,112.199997,110.269997,109.16188000000001,36162300
AAPL,29/11/2016,110.779999,112.029999,110.07,110.090332,28528800
AAPL,28/11/2016,111.43,112.470001,111.389999,110.198975,27194000
AAPL,25/11/2016,111.129997,111.870003,110.949997,110.416275,11475900
AAPL,23/11/2016,111.360001,111.510002,110.33000200000001,109.86315900000001,27426400
AAPL,22/11/2016,111.949997,112.41999799999999,111.400002,110.426147,25965500
AAPL,21/11/2016,110.120003,111.989998,110.010002,110.35701,29264600
AAPL,18/11/2016,109.720001,110.540001,109.660004,108.707527,28428900
AAPL,17/11/2016,109.809998,110.349998,108.83000200000001,108.598877,27632000
AAPL,16/11/2016,106.699997,110.230003,106.599998,108.63838200000001,58840500
AAPL,15/11/2016,106.57,107.68,106.160004,105.793777,32264500
AAPL,14/11/2016,107.709999,107.809998,104.08000200000001,104.41098000000001,51175500
AAPL,11/11/2016,107.120003,108.870003,106.550003,107.09755700000001,34094100
AAPL,10/11/2016,111.089996,111.089996,105.83000200000001,106.465424,57134500
AAPL,09/11/2016,109.879997,111.32,108.050003,109.51745600000001,59176400
AAPL,08/11/2016,110.309998,111.720001,109.699997,109.69523600000001,24054500
AAPL,07/11/2016,110.08000200000001,110.510002,109.459999,109.053238,32560000
AAPL,04/11/2016,108.529999,110.25,108.110001,107.502518,30837000
AAPL,03/11/2016,110.980003,111.459999,109.550003,108.480354,26932600
AAPL,02/11/2016,111.400002,112.349998,111.230003,109.655731,28331700
AAPL,01/11/2016,113.459999,113.769997,110.529999,109.557465,43825800
AAPL,31/10/2016,113.650002,114.230003,113.199997,111.57193000000001,26419400
AAPL,28/10/2016,113.870003,115.209999,113.449997,111.74881699999999,37861700
AAPL,27/10/2016,115.389999,115.860001,114.099998,112.495644,34562000
AAPL,26/10/2016,114.309998,115.699997,113.309998,113.586395,66134200
AAPL,25/10/2016,117.949997,118.360001,117.309998,116.200294,48129000
AAPL,24/10/2016,117.099998,117.739998,117.0,115.61068,23538700
AAPL,21/10/2016,116.809998,116.910004,116.279999,114.57888,23192700
AAPL,20/10/2016,116.860001,117.379997,116.33000200000001,115.030914,24125800
AAPL,19/10/2016,117.25,117.760002,113.800003,115.089874,20034600
AAPL,18/10/2016,118.18,118.209999,117.449997,115.433815,24553500
AAPL,17/10/2016,117.33000200000001,117.839996,116.779999,115.512428,23624900
AAPL,14/10/2016,117.879997,118.16999799999999,117.129997,115.59103400000001,35652200
AAPL,13/10/2016,116.790001,117.440002,115.720001,114.952301,35192400
AAPL,12/10/2016,117.349998,117.980003,116.75,115.30606100000001,37586800
AAPL,11/10/2016,117.699997,118.690002,116.199997,114.28408799999998,64041000
AAPL,10/10/2016,115.019997,116.75,114.720001,114.03842900000001,36236000
AAPL,07/10/2016,114.309998,114.559998,113.510002,112.082916,24358400
AAPL,06/10/2016,113.699997,114.339996,113.129997,111.91586299999999,28779300
AAPL,05/10/2016,113.400002,113.660004,112.690002,111.09043100000001,21453100
AAPL,04/10/2016,113.059998,114.309998,112.629997,111.04128999999999,29736800
AAPL,03/10/2016,112.709999,113.050003,112.279999,110.569603,21701800
AAPL,30/09/2016,112.459999,113.370003,111.800003,111.09043100000001,36379100
AAPL,29/09/2016,113.160004,113.800003,111.800003,110.235504,35887000
AAPL,28/09/2016,113.690002,114.639999,113.43,111.974823,29641100
AAPL,27/09/2016,113.0,113.18,112.339996,111.129723,24607400
AAPL,26/09/2016,111.639999,113.389999,111.550003,110.923363,29869400
AAPL,23/09/2016,114.41999799999999,114.790001,111.550003,110.756317,52481200
AAPL,22/09/2016,114.349998,114.940002,114.0,112.63321699999999,31074000
AAPL,21/09/2016,113.849998,113.989998,112.440002,111.58175700000001,36003200
AAPL,20/09/2016,113.050003,114.120003,112.510002,111.60141000000002,34514300
AAPL,19/09/2016,115.190002,116.18,113.25,111.61123700000002,47023000
AAPL,16/09/2016,115.120003,116.129997,114.040001,112.928009,79886900
AAPL,15/09/2016,113.860001,115.730003,113.489998,113.56674199999999,89983600
AAPL,14/09/2016,108.730003,113.029999,108.599998,109.832603,110888700
AAPL,13/09/2016,107.510002,108.790001,107.239998,106.078827,62176200
AAPL,12/09/2016,102.650002,105.720001,102.529999,103.612335,45292800
AAPL,09/09/2016,104.639999,105.720001,103.129997,101.34236899999999,46557000
AAPL,08/09/2016,107.25,107.269997,105.239998,103.690956,53002000
AAPL,07/09/2016,107.83000200000001,108.760002,107.07,106.48172,42364300
AAPL,06/09/2016,107.900002,108.300003,107.510002,105.833153,26880400
AAPL,02/09/2016,107.699997,108.0,106.82,105.862648,26802500
AAPL,01/09/2016,106.139999,106.800003,105.620003,104.87998200000001,26701500
AAPL,31/08/2016,105.660004,106.57,105.639999,104.260887,29662400
AAPL,30/08/2016,105.800003,106.5,105.5,104.162621,24863900
AAPL,29/08/2016,106.620003,107.440002,106.290001,104.968414,24970300
AAPL,26/08/2016,107.410004,107.949997,106.309998,105.08633400000001,27766300
AAPL,25/08/2016,107.389999,107.879997,106.68,105.70541399999999,25086200
AAPL,24/08/2016,108.57,108.75,107.68,106.15744,23675100
AAPL,23/08/2016,108.589996,109.32,108.529999,106.963219,21257700
AAPL,22/08/2016,108.860001,109.099998,107.849998,106.62912,25820200
AAPL,19/08/2016,108.769997,109.690002,108.360001,107.464386,25368100
AAPL,18/08/2016,109.230003,109.599998,109.019997,107.189247,21984700
AAPL,17/08/2016,109.099998,109.370003,108.339996,107.32682,25356000
AAPL,16/08/2016,109.629997,110.230003,109.209999,107.48403200000001,33794400
AAPL,15/08/2016,108.139999,109.540001,108.08000200000001,107.582306,25868200
AAPL,12/08/2016,107.779999,108.440002,107.779999,106.30483999999998,18660400
AAPL,11/08/2016,108.519997,108.93,107.849998,106.059174,27484500
AAPL,10/08/2016,108.709999,108.900002,107.760002,106.12796000000002,24008500
AAPL,09/08/2016,108.230003,108.940002,108.010002,106.92392,26315200
AAPL,08/08/2016,107.519997,108.370003,107.160004,106.491547,28037200
AAPL,05/08/2016,106.269997,107.650002,106.18,105.61696599999999,40553400
AAPL,04/08/2016,105.58000200000001,106.0,105.279999,104.034889,27408700
AAPL,03/08/2016,104.809998,105.839996,104.769997,103.396149,30202600
AAPL,02/08/2016,106.050003,106.07,104.0,102.115791,33816600
AAPL,01/08/2016,104.410004,106.150002,104.410004,103.650261,38167900
AAPL,29/07/2016,104.190002,104.550003,103.68,101.85189799999999,27733700
AAPL,28/07/2016,102.83000200000001,104.449997,102.82,101.978951,39869800
AAPL,27/07/2016,104.269997,104.349998,102.75,100.62041500000001,92344800
AAPL,26/07/2016,96.82,97.970001,96.41999799999999,94.48252099999999,56239800
AAPL,25/07/2016,98.25,98.839996,96.91999799999999,95.137352,40382900
AAPL,22/07/2016,99.260002,99.300003,98.309998,96.42749,28313700
AAPL,21/07/2016,99.83000200000001,101.0,99.129997,97.18006899999999,32702000
AAPL,20/07/2016,100.0,100.459999,99.739998,97.698074,26276000
AAPL,19/07/2016,99.559998,100.0,99.339996,97.610107,23779900
AAPL,18/07/2016,98.699997,100.129997,98.599998,97.571014,36493900
AAPL,15/07/2016,98.91999799999999,99.300003,98.5,96.544777,30137000
AAPL,14/07/2016,97.389999,98.989998,97.32,96.554558,38919000
AAPL,13/07/2016,97.410004,97.66999799999999,96.839996,94.678001,25892200
AAPL,12/07/2016,97.16999799999999,97.699997,97.120003,95.215546,24167500
AAPL,11/07/2016,96.75,97.650002,96.730003,94.7855,23794900
AAPL,08/07/2016,96.489998,96.889999,96.050003,94.492294,28912100
AAPL,07/07/2016,95.699997,96.5,95.620003,93.76904300000001,25139600
AAPL,06/07/2016,94.599998,95.660004,94.370003,93.368317,30949100
AAPL,05/07/2016,95.389999,95.400002,94.459999,92.840523,27705200
AAPL,01/07/2016,95.489998,96.470001,95.33000200000001,93.720169,26026500
AAPL,30/06/2016,94.440002,95.769997,94.300003,93.436729,35836400
AAPL,29/06/2016,93.970001,94.550003,93.629997,92.263885,36531000
AAPL,28/06/2016,92.900002,93.660004,92.139999,91.47221400000001,40444900
AAPL,27/06/2016,93.0,93.050003,91.5,89.957291,45489600
AAPL,24/06/2016,92.910004,94.660004,92.650002,91.286514,75311400
AAPL,23/06/2016,95.940002,96.290001,95.25,93.925415,32240200
AAPL,22/06/2016,96.25,96.889999,95.349998,93.38787099999999,29219100
AAPL,21/06/2016,94.940002,96.349998,94.68,93.739723,35546400
AAPL,20/06/2016,96.0,96.57,95.029999,92.948044,34411900
AAPL,17/06/2016,96.620003,96.650002,95.300003,93.172836,61008200
AAPL,16/06/2016,96.449997,97.75,96.07,95.342613,31326800
AAPL,15/06/2016,97.82,98.410004,97.029999,94.941887,29445200
AAPL,14/06/2016,97.32,98.480003,96.75,95.254646,31931900
AAPL,13/06/2016,98.690002,99.120003,97.099998,95.137352,38020500
AAPL,10/06/2016,98.529999,99.349998,98.480003,96.593636,31712900
AAPL,09/06/2016,98.5,99.989998,98.459999,97.395081,26601400
AAPL,08/06/2016,99.019997,99.559998,98.68,96.701157,20848100
AAPL,07/06/2016,99.25,99.870003,98.959999,96.789108,22409500
AAPL,06/06/2016,97.989998,101.889999,97.550003,96.398163,23292500
AAPL,03/06/2016,97.790001,98.269997,97.449997,95.704224,28062900
AAPL,02/06/2016,97.599998,97.839996,96.629997,95.508759,40191600
AAPL,01/06/2016,99.019997,99.540001,98.33000200000001,96.232025,29173300
AAPL,31/05/2016,99.599998,100.400002,98.82,97.600334,42307200
AAPL,27/05/2016,99.440002,100.470001,99.25,98.079239,36229500
AAPL,26/05/2016,99.68,100.730003,98.639999,98.137901,56331200
AAPL,25/05/2016,98.66999799999999,99.739998,98.110001,97.36576099999999,38168800
AAPL,24/05/2016,97.220001,98.089996,96.839996,95.684692,35140200
AAPL,23/05/2016,95.870003,97.190002,95.66999799999999,94.24794,38018600
AAPL,20/05/2016,94.639999,95.43,94.519997,93.065338,32026000
AAPL,19/05/2016,94.639999,94.639999,93.57,92.068405,30442100
AAPL,18/05/2016,94.160004,95.209999,93.889999,92.420265,42062400
AAPL,17/05/2016,94.550003,94.699997,93.010002,91.37447399999999,46916900
AAPL,16/05/2016,92.389999,94.389999,91.650002,91.75565300000001,61259800
AAPL,13/05/2016,90.0,91.66999799999999,90.0,88.47168,44392800
AAPL,12/05/2016,92.720001,92.779999,89.470001,88.295753,76314700
AAPL,11/05/2016,93.480003,93.57,92.459999,90.416656,28719100
AAPL,10/05/2016,93.33000200000001,93.57,92.110001,91.306053,33686800
AAPL,09/05/2016,93.0,93.769997,92.589996,90.690315,32936400
AAPL,06/05/2016,93.370003,93.449997,91.849998,90.621895,43458200
AAPL,05/05/2016,94.0,94.07,92.68,91.130135,35890500
AAPL,04/05/2016,95.199997,95.900002,93.82,91.501541,41025500
AAPL,03/05/2016,94.199997,95.739998,93.68,92.46328000000001,56831300
AAPL,02/05/2016,93.970001,94.08000200000001,92.400002,90.967239,48160100
AAPL,29/04/2016,93.989998,94.720001,92.510002,91.064392,68531500
AAPL,28/04/2016,97.610001,97.879997,94.25,92.12326800000001,82242700
AAPL,27/04/2016,96.0,98.709999,95.68,95.02793100000001,114602100
AAPL,26/04/2016,103.910004,105.300003,103.910004,101.37152900000001,56016200
AAPL,25/04/2016,105.0,105.650002,104.510002,102.080704,28031600
AAPL,22/04/2016,105.010002,106.480003,104.620003,102.663574,33683100
AAPL,21/04/2016,106.93,106.93,105.519997,102.945305,31552500
AAPL,20/04/2016,106.639999,108.089996,106.059998,104.072182,30611000
AAPL,19/04/2016,107.879997,108.0,106.230003,103.858475,32384900
AAPL,18/04/2016,108.889999,108.949997,106.940002,104.412193,60834000
AAPL,15/04/2016,112.110001,112.300003,109.730003,106.714546,46939000
AAPL,14/04/2016,111.620003,112.389999,111.33000200000001,108.900322,25473900
AAPL,13/04/2016,110.800003,112.339996,110.800003,108.842041,33257300
AAPL,12/04/2016,109.339996,110.5,108.660004,107.28771200000001,27232300
AAPL,11/04/2016,108.970001,110.610001,108.83000200000001,105.90823400000001,29407500
AAPL,08/04/2016,108.910004,109.769997,108.16999799999999,105.558517,23581700
AAPL,07/04/2016,109.949997,110.41999799999999,108.120003,105.441956,31801900
AAPL,06/04/2016,110.230003,110.980003,109.199997,107.79287,26404100
AAPL,05/04/2016,109.510002,110.730003,109.41999799999999,106.67568200000001,26578700
AAPL,04/04/2016,110.41999799999999,112.190002,110.269997,107.94830300000001,37356200
AAPL,01/04/2016,108.779999,110.0,108.199997,106.850548,25874000
AAPL,31/03/2016,109.720001,109.900002,108.879997,105.879097,25888400
AAPL,30/03/2016,108.650002,110.41999799999999,108.599998,106.43283100000001,45601100
AAPL,29/03/2016,104.889999,107.790001,104.879997,104.606491,31190100
AAPL,28/03/2016,106.0,106.190002,105.059998,102.187561,19411400
AAPL,24/03/2016,105.470001,106.25,104.889999,102.65385400000001,26133000
AAPL,23/03/2016,106.480003,107.07,105.900002,103.10073100000001,25703500
AAPL,22/03/2016,105.25,107.290001,105.209999,103.67388199999999,32444400
AAPL,21/03/2016,105.93,107.650002,105.139999,102.88700899999999,35502700
AAPL,18/03/2016,106.339996,106.5,105.190002,102.89672900000001,44205200
AAPL,17/03/2016,105.519997,106.470001,104.959999,102.78014399999999,34420700
AAPL,16/03/2016,104.610001,106.309998,104.589996,102.945305,38303500
AAPL,15/03/2016,103.959999,105.18,103.849998,101.594978,40067700
AAPL,14/03/2016,101.910004,102.910004,101.779999,99.593773,25076100
AAPL,11/03/2016,102.239998,102.279999,101.5,99.341187,27408200
