GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_TWEEDELIJNS_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_OVERIG
M;40 t/m 44 jaar;STICHTSE VECHT;2222;2207.91;1113778.94;297828.53;334554.40;127209.11;47736.68;84306.31;91857.96;13199.35;25802.33;3860.39;12212.72;16247.12;0.00;0.00;20585.85;4307.61;52.65;0.00;31918.24
M;40 t/m 44 jaar;STRIJEN;337;336.80;158089.25;53303.39;21789.56;19549.35;6805.92;8950.30;5656.00;1585.63;1180.20;116.00;567.09;2881.80;0.00;0.00;3515.99;1350.52;1.80;0.00;2139.64
M;40 t/m 44 jaar;SUDWEST-FRYSLAN;2863;2842.95;1281057.25;437008.00;438693.19;164059.54;52508.01;110861.17;90353.18;17959.59;17169.72;3747.07;5919.77;40612.68;0.00;0.00;31748.70;14777.53;3319.20;0.00;9156.39
M;40 t/m 44 jaar;TEN BOER;269;269.00;146025.01;19381.50;70175.52;15384.33;5755.72;10715.09;5408.06;552.17;0.00;298.10;0.00;4125.08;0.00;0.00;2291.46;461.79;18.00;0.00;1471.86
M;40 t/m 44 jaar;TERNEUZEN;1685;1659.45;1016593.94;292905.69;241582.14;94033.22;40892.05;68672.27;74829.84;5522.26;12019.45;1617.29;32575.30;22105.97;0.00;0.00;27127.51;208344.80;7.65;0.00;7498.91
M;40 t/m 44 jaar;TERSCHELLING;161;157.79;52248.71;9217.76;2204.64;9102.03;3432.36;10099.74;896.25;2250.43;796.50;0.00;345.60;7220.88;0.00;0.00;0.00;911.00;156.15;0.00;423.08
M;40 t/m 44 jaar;TEXEL;419;416.69;187572.16;45937.77;36488.14;23888.52;10134.83;12615.73;8396.49;4154.49;2553.80;728.90;59.40;10027.91;0.00;0.00;2086.40;194.00;54.45;0.00;6600.66
M;40 t/m 44 jaar;TEYLINGEN;1178;1171.78;846842.66;200927.03;205143.83;67563.16;26335.58;56175.38;27610.20;6300.14;6788.45;1304.81;2730.24;17384.84;0.00;0.00;11097.35;2078.39;10.80;5292.03;17705.47
M;40 t/m 44 jaar;THOLEN;834;826.39;461542.38;123495.61;187700.86;47459.80;18710.35;24155.97;33430.65;12483.92;6227.40;1144.39;261.12;12177.83;0.00;0.00;3728.44;26253.83;5.40;0.00;6641.35
M;40 t/m 44 jaar;TIEL;1531;1522.84;1020899.94;280217.18;295050.06;87361.13;38317.50;82370.78;54366.30;15308.11;4080.62;2353.91;7208.17;18917.59;0.00;0.00;13667.51;3617.76;28.80;0.00;47280.25
M;40 t/m 44 jaar;TILBURG;7360;7295.23;5099496.34;1256440.36;1987132.67;415766.54;180198.99;196840.78;358499.91;93861.43;58321.11;8991.59;39715.41;136935.66;0.00;0.00;95407.56;56711.94;85.50;12277.40;64643.85
M;40 t/m 44 jaar;TUBBERGEN;684;682.92;437610.19;64404.02;27559.67;39563.88;13011.49;27179.76;12789.37;6025.65;5036.00;843.35;2879.28;6340.20;0.00;0.00;2144.86;6599.66;7.20;0.00;8332.29
M;40 t/m 44 jaar;TWENTERAND;1187;1182.48;615527.55;160962.21;164765.01;68452.28;30115.05;54975.89;39599.26;14192.40;7946.73;2228.12;5355.91;13043.50;0.00;0.00;12337.60;474.91;16.20;0.00;9293.90
M;40 t/m 44 jaar;TYNAARLO;1080;1075.39;555992.75;111821.12;558235.65;60393.38;23782.45;46043.39;33253.51;5393.33;5304.56;676.95;0.00;12316.50;0.00;0.00;6578.13;3191.86;96.75;0.00;10295.83
M;40 t/m 44 jaar;TYTSJERKSTERADIEL;1098;1094.18;989871.70;96462.58;97419.91;63462.64;20186.21;36860.06;33178.27;8861.61;6759.60;1995.58;2676.26;6014.99;0.00;0.00;15577.12;6210.80;1346.40;0.00;3959.57
M;40 t/m 44 jaar;UDEN;1542;1523.73;1694927.56;354601.45;247463.30;86943.19;36492.48;50329.18;98172.43;13426.39;9050.16;3869.66;1022.58;25287.55;0.00;0.00;25533.07;1835.40;23.40;0.00;11766.88
M;40 t/m 44 jaar;UITGEEST;453;450.94;258816.13;51288.54;58321.40;26268.78;10302.43;16710.23;15638.68;428.15;532.00;382.66;0.00;4179.44;0.00;0.00;8369.66;793.25;10.80;0.00;4111.06
M;40 t/m 44 jaar;UITHOORN;1007;1000.16;533226.26;79599.96;221560.39;56304.91;22129.93;38011.69;33795.49;11699.36;8830.05;817.35;349.50;17465.61;0.00;0.00;9204.24;6337.70;23.40;0.00;30401.99
M;40 t/m 44 jaar;URK;555;553.93;251617.65;54806.71;15549.87;32098.17;11477.91;30807.00;17896.34;10124.72;1100.65;648.68;483.70;6287.63;0.00;0.00;695.87;9167.17;30.60;0.00;3118.55
M;40 t/m 44 jaar;UTRECHT;12811;12703.85;7810474.23;2428189.00;4352764.16;731654.91;304640.46;531147.06;417871.38;129398.92;105848.57;25223.01;39070.04;188557.56;0.00;0.00;206134.43;101141.67;316.35;0.00;339219.07
M;40 t/m 44 jaar;UTRECHTSE HEUVELRUG;1576;1569.52;1021464.16;191401.68;401211.44;87885.67;32115.47;61361.65;39183.88;15220.20;4332.59;4108.36;11883.07;24896.39;0.00;0.00;16809.25;3849.64;36.90;15144.86;16128.49
M;40 t/m 44 jaar;VAALS;215;208.37;82760.46;53984.29;126018.34;11658.78;6236.81;5746.88;9356.56;1970.74;2417.44;319.00;534.85;3963.58;0.00;0.00;1304.18;16615.47;3.60;0.00;3435.01
M;40 t/m 44 jaar;VALKENBURG AAN DE GEUL;486;481.99;300038.66;66964.53;100238.21;27439.92;14903.42;17960.67;26048.71;7996.88;5903.24;562.20;3355.55;3489.15;0.00;0.00;5724.36;3558.55;10.80;0.00;9096.99
M;40 t/m 44 jaar;VALKENSWAARD;948;943.50;727705.65;147393.46;265182.20;54378.42;21662.74;26110.29;30900.82;4733.55;18738.21;1128.49;980.22;15393.14;0.00;0.00;11169.68;12991.22;10.80;0.00;19810.95
M;40 t/m 44 jaar;VEENDAM;1043;1037.45;762113.52;160718.02;238370.85;59360.31;24761.17;45039.09;33463.01;17810.99;2848.29;1172.24;4596.68;17648.95;0.00;0.00;8668.68;23239.29;59.85;0.00;11309.59
M;40 t/m 44 jaar;VEENENDAAL;2194;2186.65;1277490.49;364989.07;608902.24;126454.49;52136.72;107136.00;109945.19;20792.36;18557.17;5306.25;8456.87;25785.04;0.00;0.00;36237.09;12435.03;51.75;0.00;30936.94
M;40 t/m 44 jaar;VEERE;664;660.33;347580.95;59764.30;122887.20;37591.53;14124.65;20830.09;8067.54;8578.57;4939.09;857.11;3049.64;8038.66;0.00;0.00;3691.95;7518.64;5.40;0.00;2545.46
M;40 t/m 44 jaar;VEGHEL;1264;1257.81;800215.10;177585.79;170507.95;72528.93;29330.65;39293.09;45399.60;9962.62;8569.31;6912.55;6650.70;15901.04;0.00;0.00;13998.39;4747.62;9.00;0.00;11399.80
M;40 t/m 44 jaar;VELDHOVEN;1578;1563.79;1057703.03;191423.86;347041.48;87867.21;34484.70;43864.73;59393.79;13906.05;10172.01;4432.56;2977.49;18296.09;0.00;0.00;8531.10;17095.55;20.70;0.00;61607.21
M;40 t/m 44 jaar;VELSEN;2249;2232.76;1356895.00;377913.56;436642.34;128373.05;49725.36;94379.32;68849.00;20653.14;25467.34;3820.53;10778.94;54200.94;0.00;0.00;12148.78;3408.87;66.15;0.00;18621.06
M;40 t/m 44 jaar;VENLO;3303;3269.08;2730730.01;621280.49;663813.37;186481.41;83935.45;92610.01;115176.71;31615.26;25976.79;11484.62;50190.60;64117.61;0.00;0.00;37996.54;64533.88;23.40;0.00;41427.85
M;40 t/m 44 jaar;VENRAY;1409;1398.57;938792.87;260916.09;888720.76;77710.13;31875.68;49790.65;52047.69;21484.44;23432.32;4969.91;3061.04;40438.62;0.00;0.00;7813.05;29213.12;14.40;0.00;10211.39
M;40 t/m 44 jaar;VIANEN;718;716.30;380280.97;163963.04;110072.03;41444.91;14162.01;27006.88;21112.95;6507.00;4936.70;348.92;4482.92;6494.07;0.00;0.00;11965.25;1692.58;19.80;0.00;3919.96
M;40 t/m 44 jaar;VLAARDINGEN;2414;2370.81;1594460.26;402558.86;501300.00;134249.74;54521.99;73853.44;78351.44;27027.84;3248.40;2625.75;11016.10;54023.54;0.00;0.00;26760.55;29439.97;29.70;34247.51;9297.73
M;40 t/m 44 jaar;VLAGTWEDDE;496;493.40;289817.22;71212.39;48083.21;28182.69;12569.40;24944.26;21108.51;5500.13;3510.43;621.20;886.08;6180.87;0.00;0.00;3270.52;343.58;16.20;0.00;4817.92
M;40 t/m 44 jaar;VLIELAND;40;40.00;6970.32;2855.27;2508.19;2308.38;671.18;6360.47;3233.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;46.35;0.00;0.00
M;40 t/m 44 jaar;VLISSINGEN;1495;1475.75;1036469.58;453977.99;292143.44;83822.46;30857.14;60948.57;51167.25;17738.46;7297.43;2486.65;14699.28;31056.84;0.00;0.00;18163.08;19826.62;13.95;17445.42;14418.97
M;40 t/m 44 jaar;VOERENDAAL;363;360.46;383999.64;65286.89;115319.41;20634.21;9884.01;11262.64;22278.34;3462.58;5982.40;377.00;3014.43;10131.33;0.00;0.00;5841.72;14718.80;12.15;0.00;7426.21
M;40 t/m 44 jaar;VOORSCHOTEN;802;791.99;436605.55;108313.78;140235.44;45626.57;16844.93;28151.75;11664.59;6239.97;4296.92;1633.82;1963.02;5321.92;0.00;0.00;12595.51;2696.34;12.60;0.00;11994.25
M;40 t/m 44 jaar;VOORST;735;732.53;356054.48;56493.50;172537.82;41557.36;15219.11;29589.20;30594.39;7128.69;4184.79;1749.79;0.00;8271.58;0.00;0.00;977.40;5399.48;7.20;0.00;1844.78
M;40 t/m 44 jaar;VUGHT;898;893.80;470890.04;126414.12;338662.78;49016.55;17939.90;19709.43;50899.27;17563.80;13812.57;1027.10;976.96;13300.03;0.00;0.00;8560.46;2625.87;19.80;0.00;7230.80
M;40 t/m 44 jaar;WAALRE;531;527.68;298083.77;74532.02;123839.61;30256.85;11970.45;10019.21;23712.65;1978.01;2173.24;1078.06;1326.90;5003.23;0.00;0.00;3463.68;1888.48;12.60;0.00;13397.00
M;40 t/m 44 jaar;WAALWIJK;1624;1615.45;1117492.63;293717.91;265723.81;92087.82;41263.21;42788.77;64024.44;20093.88;12223.62;2533.77;8942.01;20546.82;0.00;0.00;16134.68;3098.69;12.60;0.00;14798.28
M;40 t/m 44 jaar;WADDINXVEEN;789;785.56;400535.19;100740.76;72445.07;43946.88;17720.81;23172.44;19191.55;2631.99;1904.07;1745.02;214.00;5230.45;0.00;0.00;3679.52;7166.82;19.80;0.00;10272.44
M;40 t/m 44 jaar;WAGENINGEN;947;937.00;452992.75;150956.47;127818.68;53493.79;20382.38;35604.27;23263.66;10103.31;6416.08;1776.10;4603.97;7974.95;0.00;0.00;22312.53;520.22;27.00;0.00;3642.59
M;40 t/m 44 jaar;WASSENAAR;713;687.43;334188.96;77587.55;116361.61;38440.14;15051.75;17274.55;18674.34;5589.36;3319.87;717.05;0.00;6824.72;0.00;0.00;6764.61;10674.88;12.15;0.00;2085.10
M;40 t/m 44 jaar;WATERLAND;535;531.55;459539.84;60413.01;49048.26;30776.81;11715.25;24610.64;7509.08;706.44;2411.12;701.05;0.00;4315.16;0.00;0.00;6648.26;1936.88;11.70;0.00;10271.75
M;40 t/m 44 jaar;WEERT;1545;1532.97;1025654.23;195883.98;485354.14;87427.87;36904.30;51528.65;97215.58;12264.22;28746.90;4648.84;4058.00;27015.37;0.00;0.00;19155.44;14962.09;10.35;0.00;11901.41
M;40 t/m 44 jaar;WEESP;676;671.83;332647.48;104151.65;112762.31;38385.69;16257.08;22863.18;22645.51;12544.27;3234.06;703.90;51.50;5415.18;0.00;0.00;7803.95;2404.13;19.35;0.00;3242.65
M;40 t/m 44 jaar;WERKENDAM;906;903.01;426860.23;102719.64;70429.67;51826.56;22141.02;28554.07;31892.36;5737.71;8048.26;1210.50;589.20;6320.36;0.00;0.00;11980.90;964.74;10.80;0.00;7245.04
M;40 t/m 44 jaar;WEST MAAS EN WAAL;631;629.91;270363.13;50812.38;61787.07;35955.35;14348.29;28708.51;34744.40;2363.91;10594.25;1042.12;0.00;10262.90;0.00;0.00;6925.88;108.10;3.60;0.00;2883.57
M;40 t/m 44 jaar;WESTERVELD;589;585.26;413459.89;75995.37;71994.14;32724.83;11218.98;26032.43;22472.89;7015.59;0.00;1906.94;1957.02;5880.47;0.00;0.00;6372.05;924.60;71.10;0.00;6331.03
M;40 t/m 44 jaar;WESTERVOORT;473;470.73;354355.99;114008.31;76566.04;27065.87;12538.24;28415.28;25084.49;8012.56;6876.48;2212.85;0.00;6765.60;0.00;0.00;10420.23;580.63;3.60;0.00;6126.25
M;40 t/m 44 jaar;WESTLAND;3514;3472.97;2185121.16;376277.59;275712.01;196829.00;67401.05;111133.99;68640.38;17875.03;14760.71;7701.12;9442.90;51217.95;0.00;0.00;28122.88;9587.73;27.00;0.00;8201.69
M;40 t/m 44 jaar;WESTSTELLINGWERF;869;866.22;594094.67;104760.58;51436.77;49776.27;17807.92;38683.24;24674.31;8200.03;5948.95;1154.47;4249.16;11353.59;0.00;0.00;4391.66;264.84;729.00;10079.60;4140.58
M;40 t/m 44 jaar;WESTVOORNE;453;448.81;253812.08;40431.41;61719.64;25348.41;10405.91;13788.21;19260.54;2588.91;1626.98;727.60;5308.84;13516.14;0.00;0.00;3356.39;996.25;3.60;0.00;1177.70
M;40 t/m 44 jaar;WIERDEN;780;778.83;522806.82;98814.68;51681.83;45011.57;17149.19;32824.39;33183.61;6439.40;9289.80;1116.76;1716.91;10581.54;0.00;0.00;6166.50;16180.13;10.80;0.00;5150.20
M;40 t/m 44 jaar;WIJCHEN;1436;1427.36;1175174.67;191464.45;103302.55;82476.71;35048.58;50032.23;87565.56;7844.68;24026.74;3081.28;5459.54;20162.07;0.00;0.00;21009.24;36283.89;20.70;0.00;8269.03
M;40 t/m 44 jaar;WIJDEMEREN;756;753.29;306176.24;97280.63;87529.06;43255.16;15142.58;28711.10;5595.12;2129.17;4641.10;832.37;0.00;10576.97;0.00;0.00;6241.88;1580.27;26.55;0.00;1332.66
M;40 t/m 44 jaar;WIJK BIJ DUURSTEDE;773;771.46;385710.58;109248.35;95503.21;44432.27;17076.23;33624.50;30165.02;9390.69;13660.39;1646.09;0.00;19116.03;0.00;0.00;6566.65;2413.81;15.75;0.00;3921.00
M;40 t/m 44 jaar;WINSUM;444;443.26;318237.00;48944.37;88941.48;25336.03;9503.49;20426.58;11372.81;1618.50;455.48;263.22;796.80;5163.79;0.00;0.00;7021.42;300.00;21.60;0.00;3360.92
M;40 t/m 44 jaar;WINTERSWIJK;973;963.75;565853.03;142526.27;158864.99;55610.09;24466.09;40715.78;39697.12;5987.27;13367.95;1983.86;3535.24;13565.13;0.00;0.00;10819.50;2894.15;13.95;0.00;6566.28
M;40 t/m 44 jaar;WOENSDRECHT;679;669.04;343351.45;82507.24;198371.80;37948.23;14971.10;21152.47;55422.10;6658.77;5764.13;983.02;14845.05;8453.13;0.00;0.00;1483.11;11630.98;3.60;0.00;6245.93
M;40 t/m 44 jaar;WOERDEN;1861;1853.20;1450667.25;271097.33;406431.61;107315.62;41385.84;60788.44;64129.86;4117.36;13081.00;3980.78;2726.09;21875.40;0.00;0.00;17591.84;29383.28;46.35;0.00;11175.25
M;40 t/m 44 jaar;WORMERLAND;535;533.51;391882.71;56277.39;41320.75;30856.32;10745.88;19202.98;11429.65;2345.87;6082.15;2357.79;2677.26;9659.70;0.00;0.00;10291.73;14590.79;14.40;0.00;3289.30
M;40 t/m 44 jaar;WOUDENBERG;419;417.77;251548.52;24527.05;80404.17;23638.98;8121.80;16260.28;17213.59;4406.74;4879.40;1078.45;0.00;7969.98;0.00;0.00;4463.87;42.71;14.85;0.00;1785.72
M;40 t/m 44 jaar;WOUDRICHEM;485;485.00;372424.79;62889.23;18281.62;28226.06;10966.19;12263.07;10137.54;7282.50;8152.70;283.14;1975.98;25823.73;0.00;0.00;6435.08;604.10;5.40;27748.73;6842.55
M;40 t/m 44 jaar;ZAANSTAD;5597;5544.87;3320496.61;970387.21;1312929.58;318495.42;126259.66;227016.75;136475.01;51811.44;32658.24;7641.10;3711.59;86224.27;0.00;0.00;60567.69;91647.67;94.05;0.00;53546.24
M;40 t/m 44 jaar;ZALTBOMMEL;919;913.12;492700.77;159926.06;151827.59;52240.55;22590.93;31883.40;40869.85;1476.89;4642.24;844.02;0.00;15235.75;0.00;0.00;9741.15;4477.38;13.95;0.00;3624.37
M;40 t/m 44 jaar;ZANDVOORT;601;593.25;572097.36;123650.00;337562.83;32609.52;14575.45;29809.23;12834.36;3183.68;2966.00;312.10;4129.51;16457.91;0.00;0.00;8209.18;5740.93;10.35;0.00;12949.09
M;40 t/m 44 jaar;ZEDERIK;443;443.00;274023.48;61151.77;33835.15;25509.06;10350.82;17406.37;23899.05;5473.16;6306.47;1100.71;0.00;4465.96;0.00;0.00;4109.43;58.75;1.80;0.00;3624.24
M;40 t/m 44 jaar;ZEEWOLDE;760;754.40;580902.75;91307.68;69678.05;43406.31;15340.30;26918.02;20267.08;10195.67;5996.50;800.59;0.00;9742.85;0.00;0.00;12456.84;18496.93;37.80;0.00;2198.20
M;40 t/m 44 jaar;ZEIST;1968;1951.56;1139149.32;369214.22;713996.89;110677.86;35471.09;84709.68;90616.54;17188.24;13448.48;3497.52;3384.98;26737.97;0.00;0.00;32994.59;6056.22;57.60;15016.12;15303.80
M;40 t/m 44 jaar;ZEVENAAR;1109;1103.38;685484.66;186820.56;249238.67;63872.89;31068.97;58453.98;38657.15;17662.90;5233.21;2422.70;0.00;16445.35;0.00;0.00;8751.19;839.89;36.45;0.00;13427.92
M;40 t/m 44 jaar;ZOETERMEER;3854;3826.35;2379529.09;768044.61;726053.33;219898.99;89503.51;117439.58;137296.13;40066.98;25090.38;7929.26;5376.34;66162.11;0.00;0.00;35406.77;11828.51;71.55;5292.03;122620.65
M;40 t/m 44 jaar;ZOETERWOUDE;268;267.32;150845.29;53872.51;15954.39;14436.31;5946.92;10893.22;3657.59;1458.23;2220.75;307.00;0.00;3436.37;0.00;0.00;2316.69;62.75;1.80;0.00;2300.16
M;40 t/m 44 jaar;ZUIDHORN;662;661.54;434692.17;92079.68;66795.73;38307.42;14601.14;29210.70;31475.02;5023.70;3468.89;1213.68;2476.20;10484.72;0.00;0.00;4454.99;635.03;86.40;0.00;4668.96
M;40 t/m 44 jaar;ZUIDPLAS;1304;1297.24;834602.10;144826.38;118144.83;74720.39;31087.17;52175.44;33928.41;5044.24;11141.31;2705.42;2864.18;17021.11;0.00;0.00;7794.79;652.08;10.35;0.00;3711.92
M;40 t/m 44 jaar;ZUNDERT;657;639.79;321402.45;112026.14;30169.76;35034.78;12708.83;17937.29;17504.77;10670.90;12355.89;821.90;349.47;15632.36;0.00;0.00;3387.31;1780.80;4.05;0.00;5028.18
M;40 t/m 44 jaar;ZUTPHEN;1686;1672.90;1353729.85;322589.97;718972.01;95044.57;34371.63;75164.80;53319.73;27841.37;14615.55;2628.47;10431.37;31017.62;0.00;0.00;16214.13;2867.77;45.45;0.00;7639.50
M;40 t/m 44 jaar;ZWARTEWATERLAND;758;754.74;501153.49;61451.32;19736.33;43495.74;16977.87;33740.08;25357.03;13541.87;2238.95;854.84;2119.04;5217.18;0.00;0.00;10574.67;360.00;30.15;0.00;2591.60
M;40 t/m 44 jaar;ZWIJNDRECHT;1383;1368.21;532301.71;205202.17;460717.14;75950.38;29027.53;32032.87;54178.39;13484.47;8600.89;2130.28;742.08;16780.62;0.00;0.00;11841.00;11264.97;18.90;0.00;13353.13
M;40 t/m 44 jaar;ZWOLLE;4751;4711.45;3665718.70;767254.83;1079258.53;270515.10;101319.73;206783.89;236591.58;57565.13;43667.36;6158.30;12648.53;61125.34;0.00;0.00;68449.87;25492.20;178.65;0.00;46641.21
M;45 t/m 49 jaar;AA EN HUNZE;1023;1018.16;983039.46;145805.62;80876.75;57620.92;22467.02;43918.04;43309.49;8236.51;8409.68;1035.37;1419.21;18519.99;0.00;0.00;8544.08;306.81;49.95;0.00;8892.06
M;45 t/m 49 jaar;AALBURG;542;541.35;258801.97;77484.01;63311.82;31177.74;12605.24;12996.85;21234.78;6250.76;6856.71;448.44;445.88;5854.08;0.00;0.00;3445.70;304.58;10.80;0.00;5680.15
M;45 t/m 49 jaar;AALSMEER;1357;1349.50;871841.96;194037.04;107540.89;77314.55;32526.28;52684.29;49062.79;10152.60;6765.04;1831.70;0.00;13866.11;0.00;0.00;7359.49;6700.23;30.60;0.00;40135.03
M;45 t/m 49 jaar;AALTEN;1066;1062.34;749971.29;138830.26;179968.37;61689.94;28693.74;49539.52;32135.63;12332.73;8868.10;3514.45;6865.42;17582.10;0.00;0.00;10016.16;1786.51;9.00;12029.38;8807.92
M;45 t/m 49 jaar;ACHTKARSPELEN;1100;1099.32;848516.96;201052.56;163978.84;63962.58;27327.61;41015.67;41227.12;11635.63;7876.10;1003.71;2610.80;28488.42;0.00;0.00;7807.08;4692.98;1439.10;0.00;11280.87
M;45 t/m 49 jaar;ALBLASSERDAM;716;714.37;828515.70;281274.75;154512.99;41226.22;21193.08;19118.65;36554.85;9905.66;2208.20;1340.76;10951.76;10736.73;0.00;0.00;4132.41;12081.06;10.80;0.00;10900.77
M;45 t/m 49 jaar;ALBRANDSWAARD;1135;1131.29;947497.39;168989.86;466346.54;62814.63;27467.30;36473.66;60511.76;4597.05;2593.35;1482.48;817.72;25705.22;0.00;0.00;13227.86;5290.46;7.20;0.00;7576.20
M;45 t/m 49 jaar;ALKMAAR;3932;3908.58;2973998.18;723541.22;1165763.62;225773.48;95309.59;95962.27;162908.75;29665.11;24776.39;7485.11;4873.02;83930.84;0.00;0.00;45504.31;28318.82;105.75;18965.42;73319.94
M;45 t/m 49 jaar;ALMELO;2854;2834.37;2910470.81;636229.46;447738.35;164978.19;83158.67;144965.77;208040.86;50921.21;26190.16;9211.77;7428.41;65135.49;0.00;0.00;31857.51;31772.22;48.60;23691.53;52678.65
M;45 t/m 49 jaar;ALMERE;7993;7923.27;7033396.19;1813849.30;1148758.29;454454.61;225348.84;376258.43;372916.49;73898.41;52265.52;11605.78;9744.37;170312.78;0.00;0.00;82741.84;87663.91;250.20;10391.34;285181.96
M;45 t/m 49 jaar;ALPHEN AAN DEN RIJN;4240;4220.92;3175755.93;740343.37;722253.19;241612.70;102259.31;193618.73;169268.35;46290.99;30144.55;12042.63;6955.24;75011.24;0.00;0.00;39595.75;13498.69;69.30;17680.54;74635.98
M;45 t/m 49 jaar;ALPHEN-CHAAM;403;402.08;329708.73;59177.75;29717.18;23171.46;9556.09;9230.43;24155.91;14975.48;3117.05;1370.01;215.24;7838.81;0.00;0.00;2609.82;13533.88;10.80;0.00;4421.65
M;45 t/m 49 jaar;AMELAND;142;142.00;84590.10;13479.18;1582.13;8181.60;4536.98;9049.79;3491.70;531.69;1034.00;0.00;55.90;6465.67;0.00;0.00;0.00;45.24;170.55;0.00;358.11
M;45 t/m 49 jaar;AMERSFOORT;6197;6157.62;4419572.67;1137281.98;1769654.47;356734.22;150968.91;301041.20;313439.87;82560.42;56896.70;11210.39;5303.94;101299.82;0.00;0.00;81846.54;65081.29;188.55;0.00;74102.08
M;45 t/m 49 jaar;AMSTELVEEN;3012;2967.05;1846125.31;792729.31;647074.80;168473.90;58002.43;95321.99;141839.05;23021.50;22248.83;4645.36;942.32;38330.15;0.00;0.00;31143.24;207057.14;59.40;0.00;79421.99
M;45 t/m 49 jaar;AMSTERDAM;30321;29827.30;25604149.30;14830927.86;13012381.91;1718104.74;810484.49;1068837.86;1086482.90;511778.87;220486.83;68560.48;54867.96;544679.70;0.00;1013.60;267708.24;360526.72;583.65;260058.20;524960.62
M;45 t/m 49 jaar;APELDOORN;5931;5900.55;5594884.91;1452943.34;1868063.66;337174.36;133305.19;249166.41;296629.23;77921.73;63103.86;12118.19;28049.67;112872.16;0.00;0.00;54143.43;37736.78;132.30;0.00;61768.88
M;45 t/m 49 jaar;APPINGEDAM;421;419.32;272878.45;62425.78;75417.18;24033.45;12561.06;21128.83;23309.62;7521.39;2797.68;352.00;856.50;7058.08;0.00;0.00;6634.66;186.73;18.90;0.00;12505.16
M;45 t/m 49 jaar;ARNHEM;5897;5854.38;4951148.74;1834617.78;1293270.89;335773.77;158494.50;261103.30;248227.44;76684.79;59494.55;12415.85;15396.30;114443.56;0.00;0.00;78875.21;54402.15;121.05;23398.14;106210.43
M;45 t/m 49 jaar;ASSEN;2578;2572.08;1925689.07;462137.26;1149343.97;146290.40;63260.33;107448.22;183192.46;37454.13;25334.99;4255.39;8840.98;41718.01;0.00;0.00;34622.06;7660.43;203.85;31130.44;49093.22
M;45 t/m 49 jaar;ASTEN;678;676.32;484269.63;96240.66;30261.91;38877.21;16139.58;18570.59;25453.71;11480.17;17373.66;2643.70;25023.22;10453.97;0.00;0.00;8507.29;6983.60;11.70;0.00;5060.28
M;45 t/m 49 jaar;BAARLE-NASSAU;230;226.59;186399.32;77395.08;15182.70;12739.92;7095.27;8803.66;18458.38;2523.36;3346.99;318.70;3211.80;5545.34;0.00;0.00;4929.33;2966.92;3.60;15872.07;2147.15
M;45 t/m 49 jaar;BAARN;973;967.52;719448.54;183059.42;169256.15;53384.94;21652.95;40996.60;37146.66;18585.10;5768.34;1044.19;3170.90;19471.61;0.00;0.00;10912.21;19825.89;18.00;0.00;7083.01
M;45 t/m 49 jaar;BARENDRECHT;2177;2169.86;1468873.94;415206.25;222618.16;125443.46;52362.56;66968.00;101820.36;13169.58;18557.44;2996.24;504.47;31570.99;0.00;0.00;20657.04;8705.99;23.40;0.00;14641.35
M;45 t/m 49 jaar;BARNEVELD;1808;1797.90;1249357.19;285103.15;284812.90;103962.84;44314.52;82622.58;133105.85;26027.75;22131.30;2463.87;10199.12;26033.65;0.00;0.00;11668.01;17244.27;42.75;0.00;15513.65
M;45 t/m 49 jaar;BEDUM;388;388.00;355846.85;50722.63;56945.97;21827.56;7388.38;18595.21;30094.47;3506.26;5053.93;1533.12;634.39;8949.57;0.00;0.00;3513.46;30.18;25.20;0.00;7450.33
M;45 t/m 49 jaar;BEEK;626;622.78;559613.64;108805.04;94092.98;35825.35;19303.24;26146.77;29413.03;11515.21;7177.40;2380.57;1080.59;5090.96;0.00;0.00;2109.59;22956.49;3.60;12153.39;5537.38
M;45 t/m 49 jaar;BEEMSTER;350;349.01;188114.57;46040.09;66924.30;19825.77;7643.78;15529.94;16725.73;6725.00;323.75;1531.70;0.00;5969.75;0.00;0.00;5165.15;398.06;5.40;0.00;1727.04
M;45 t/m 49 jaar;BEESEL;573;571.37;470730.51;105693.66;158528.77;33150.09;15019.64;19953.85;30857.39;9035.77;11009.71;3450.51;3477.54;8464.44;0.00;0.00;3603.69;4293.41;10.80;0.00;4945.84
